ratio_HS_total,ratio_SC_total,ratio_BA_total,ratio_AD_total,ratio_A_BA_total,ratio_A_AD_total,ratio_A_SC_total,ratio_A_HS_total,ratio_B_BA_total,ratio_B_AD_total,ratio_B_SC_total,ratio_B_HS_total,ratio_W_BA_total,ratio_W_AD_total,ratio_W_SC_total,ratio_W_HS_total,ratio_L_BA_total,ratio_L_AD_total,ratio_L_SC_total,ratio_L_HS_total
0.828774062816616,0.961499493414387,1.3738601823708207,1.7710233029381965,1.3738601823708207,1.8125633232016212,0.92806484295846,0.7862208713272543,1.1529888551165146,1.5217831813576495,0.8247213779128673,0.6869300911854104,1.3738601823708207,1.7852077001013171,0.9827760891590679,0.8571428571428571,1.3738601823708207,1.7710233029381965,0.961499493414387,0.828774062816616
0.8151848151848152,0.935064935064935,1.3146853146853146,1.7372627372627372,1.3586413586413586,1.8821178821178821,0.8691308691308691,0.7612387612387612,1.1548451548451548,1.5664335664335665,0.8011988011988012,0.6793206793206793,1.3586413586413586,1.7502497502497503,0.951048951048951,0.8351648351648352,1.3146853146853146,1.7372627372627372,0.935064935064935,0.8151848151848152
0.7891682785299806,0.9100580270793037,1.3152804642166345,1.7456479690522244,1.2891682785299807,1.7891682785299807,0.8549323017408124,0.746615087040619,1.1131528046421664,1.493230174081238,0.7891682785299806,0.683752417794971,1.3152804642166345,1.7707930367504836,0.9400386847195358,0.8288201160541586,1.3152804642166345,1.7456479690522244,0.9100580270793037,0.7891682785299806
0.7805825242718447,0.9106796116504854,1.3009708737864079,1.7514563106796117,1.3009708737864079,1.8757281553398057,0.8718446601941747,0.7495145631067961,1.1252427184466018,1.396116504854369,0.7805825242718447,0.683495145631068,1.3009708737864079,1.7514563106796117,0.9368932038834952,0.8135922330097087,1.3009708737864079,1.7514563106796117,0.9106796116504854,0.7805825242718447
0.806,0.913,1.3,1.75,1.3,1.8,0.875,0.728,1.15,1.4,0.78,0.697,1.349,1.75,0.95,0.832,1.3,1.75,0.913,0.806
0.7962413452027696,0.904055390702275,1.2799208704253215,1.738872403560831,1.3293768545994065,1.8110781404549952,0.8456973293768546,0.7062314540059347,1.0870425321463897,1.536102868447082,0.7537091988130564,0.675568743818002,1.3066271018793274,1.7398615232443126,0.9307616221562809,0.8199802176063303,1.2799208704253215,1.738872403560831,0.904055390702275,0.7962413452027696
0.7996031746031746,0.8998015873015873,1.3224206349206349,1.7311507936507937,1.4126984126984128,1.875,0.8650793650793651,0.7212301587301587,1.2003968253968254,1.5,0.75,0.6746031746031746,1.3224206349206349,1.7311507936507937,0.9295634920634921,0.8253968253968254,1.3224206349206349,1.7311507936507937,0.8998015873015873,0.7996031746031746
0.8051948051948052,0.9050949050949051,1.3106893106893107,1.6993006993006994,1.3876123876123876,1.905094905094905,0.8791208791208791,0.7432567432567433,1.1148851148851149,1.4295704295704297,0.7592407592407593,0.6933066933066933,1.3326673326673326,1.7032967032967032,0.9410589410589411,0.8341658341658341,1.3106893106893107,1.6993006993006994,0.9050949050949051,0.8051948051948052
0.8048289738430584,0.8983903420523138,1.3329979879275653,1.7142857142857142,1.4265593561368208,1.903420523138833,0.8661971830985915,0.7424547283702213,1.1670020120724347,1.4275653923541247,0.7545271629778671,0.6800804828973843,1.3611670020120725,1.7142857142857142,0.93158953722334,0.8360160965794768,1.3329979879275653,1.7142857142857142,0.8983903420523138,0.8048289738430584
0.7943469785575049,0.8918128654970761,1.3255360623781676,1.7144249512670566,1.3723196881091617,1.9444444444444444,0.8557504873294347,0.7407407407407407,1.0701754385964912,1.3723196881091617,0.7612085769980507,0.6686159844054581,1.371345029239766,1.7144249512670566,0.9142300194931774,0.817738791423002,1.3255360623781676,1.7144249512670566,0.8918128654970761,0.7943469785575049
0.7862001943634597,0.8892128279883382,1.3333333333333333,1.6676384839650147,1.446064139941691,1.8911564625850341,0.8668610301263362,0.7230320699708455,1.0670553935860059,1.3780369290573373,0.7687074829931972,0.6656948493683188,1.3343051506316812,1.6676384839650147,0.9251700680272109,0.827016520894072,1.3333333333333333,1.6676384839650147,0.8892128279883382,0.7862001943634597
0.789272030651341,0.8888888888888888,1.2825670498084292,1.6666666666666667,1.3333333333333333,1.8381226053639848,0.8544061302681992,0.7337164750957854,1.068007662835249,1.3888888888888888,0.7222222222222222,0.6666666666666666,1.289272030651341,1.6666666666666667,0.9003831417624522,0.8218390804597702,1.2825670498084292,1.6666666666666667,0.8888888888888888,0.789272030651341
0.7672897196261682,0.8607476635514019,1.2785046728971963,1.638317757009346,1.4336448598130842,1.966355140186916,0.8523364485981308,0.7242990654205608,1.0654205607476634,1.3766355140186917,0.7355140186915888,0.6392523364485981,1.291588785046729,1.638317757009346,0.905607476635514,0.8093457943925234,1.2785046728971963,1.638317757009346,0.8607476635514019,0.7672897196261682
0.7690265486725664,0.8646017699115044,1.2495575221238937,1.6150442477876106,1.3460176991150443,1.9026548672566372,0.8646017699115044,0.7,1.056637168141593,1.3876106194690265,0.7309734513274336,0.6619469026548672,1.2690265486725665,1.6,0.9,0.8,1.2495575221238937,1.6150442477876106,0.8646017699115044,0.7690265486725664
